cve_id,date_of_report,cve_type,root_cause,security_tactic,total_impacted_files,code_churn,issue_tracking_url,patch_url
CVE-2012-2807,2012-05-27 10:15:06 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,4,50,http://bugs.chromium.org/p/chromium/issues/detail?id=129930,"http://src.chromium.org/viewvc/chrome?view=rev&revision=143067,http://src.chromium.org/viewvc/chrome?view=rev&revision=142822"
CVE-2012-2815,2012-03-16 17:56:33 UTC,TACTICAL,CWE-212 Improper Cross-boundary Removal of Sensitive Data,Limit Access,23,420,http://bugs.chromium.org/p/chromium/issues/detail?id=118633,"https://trac.webkit.org/changeset/113503,https://trac.webkit.org/changeset/114406"
CVE-2012-2816,2012-03-20 20:54:12 UTC,TACTICAL,CWE-250 Execution with Unnecessary Privileges,Limit Access,6,144,http://bugs.chromium.org/p/chromium/issues/detail?id=119150,https://src.chromium.org/viewvc/chrome?revision=132477&view=revision
CVE-2012-2817,2012-03-26 18:54:07 UTC,NON-TACTICAL,,,6,126,http://bugs.chromium.org/p/chromium/issues/detail?id=120222,https://trac.webkit.org/changeset/118592
CVE-2012-2818,2012-03-29 19:34:36 UTC,NON-TACTICAL,,,2,31,http://bugs.chromium.org/p/chromium/issues/detail?id=120944,https://trac.webkit.org/changeset/118452
CVE-2012-2819,2012-03-29 21:46:46 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,11,468,https://bugs.chromium.org/p/chromium/issues/detail?id=120977,"http://trac.webkit.org/changeset/118410,http://trac.webkit.org/changeset/117191"
CVE-2012-2820,2012-04-4 16:36:54 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,35,347,http://bugs.chromium.org/p/chromium/issues/detail?id=121926,https://trac.webkit.org/changeset/115316
CVE-2012-2821,2012-04-11 02:30:58 UTC,NON-TACTICAL,,,3,32,http://bugs.chromium.org/p/chromium/issues/detail?id=122925,https://trac.webkit.org/changeset/115702
CVE-2012-2823,2012-04-20 05:25:14 UTC,NON-TACTICAL,,,16,126,http://bugs.chromium.org/p/chromium/issues/detail?id=124356,https://trac.webkit.org/changeset/119627
CVE-2012-2824,2012-04-27 18:48:53 UTC,NON-TACTICAL,,,21,670,http://bugs.chromium.org/p/chromium/issues/detail?id=125374,https://trac.webkit.org/changeset/117971
CVE-2012-2825,2012-05-9 16:51:20 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,4,8,http://bugs.chromium.org/p/chromium/issues/detail?id=127417,"http://src.chromium.org/viewvc/chrome?view=rev&revision=140843,http://src.chromium.org/viewvc/chrome?view=rev&revision=140041"
CVE-2012-2826,2012-05-18 05:51:18 UTC,NON-TACTICAL,,,31,1403,http://bugs.chromium.org/p/chromium/issues/detail?id=128688,https://trac.webkit.org/changeset/117918
CVE-2012-2827,2012-05-25 22:46:26 UTC,NON-TACTICAL,,,2,18,http://bugs.chromium.org/p/chromium/issues/detail?id=129826,"http://src.chromium.org/viewvc/chrome?view=rev&revision=141707,http://src.chromium.org/viewvc/chrome?view=rev&revision=140870"
CVE-2012-2829,2012-05-27 17:39:50 UTC,NON-TACTICAL,,,5,69,http://bugs.chromium.org/p/chromium/issues/detail?id=129947,https://trac.webkit.org/changeset/118816
CVE-2012-2830,2012-05-27 19:19:18 UTC,NON-TACTICAL,,,7,237,http://bugs.chromium.org/p/chromium/issues/detail?id=129951,https://trac.webkit.org/changeset/118955
CVE-2012-2831,2012-05-30 19:39:49 UTC,NON-TACTICAL,,,5,109,http://bugs.chromium.org/p/chromium/issues/detail?id=130356,https://trac.webkit.org/changeset/120559
CVE-2012-2834,2012-06-14 17:09:20 UTC,NON-TACTICAL,,,7,25,http://bugs.chromium.org/p/chromium/issues/detail?id=132779,"http://src.chromium.org/viewvc/chrome?view=rev&revision=142328,http://src.chromium.org/viewvc/chrome?view=rev&revision=142420,http://src.chromium.org/viewvc/chrome?view=rev&revision=142424"
CVE-2012-2842,2012-05-26 19:18:26 UTC,NON-TACTICAL,,,5,115,http://bugs.chromium.org/p/chromium/issues/detail?id=129898,https://trac.webkit.org/changeset/120801
CVE-2012-2843,2012-05-31 18:29:10 UTC,NON-TACTICAL,,,7,158,http://bugs.chromium.org/p/chromium/issues/detail?id=130595,https://trac.webkit.org/changeset/120862
CVE-2012-2846,2012-04-26 19:42:48 UTC,TACTICAL,CWE-250 Execution with Unnecessary Privileges,Limit Access,3,61,http://bugs.chromium.org/p/chromium/issues/detail?id=125225,https://src.chromium.org/viewvc/chrome?revision=141714&view=revision
CVE-2012-2847,2012-05-10 07:24:30 UTC,NON-TACTICAL,,,14,72,http://bugs.chromium.org/p/chromium/issues/detail?id=127522,http://src.chromium.org/viewvc/chrome?view=rev&revision=137137
CVE-2012-2848,2012-05-10 07:44:31 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,6,200,http://bugs.chromium.org/p/chromium/issues/detail?id=127525,"http://src.chromium.org/viewvc/chrome?view=rev&revision=137184,http://src.chromium.org/viewvc/chrome?view=rev&revision=140074,http://src.chromium.org/viewvc/chrome?view=rev&revision=141124"
CVE-2012-2853,2012-06-22 07:35:28 UTC,TACTICAL,CWE-201 Information Exposure Through Sent Data,Limit Access,4,62,https://bugs.chromium.org/p/chromium/issues/detail?id=134101,https://src.chromium.org/viewvc/chrome?revision=144529&view=revision
CVE-2012-2854,2012-06-25 20:58:12 UTC,NON-TACTICAL,,,17,1004,http://bugs.chromium.org/p/chromium/issues/detail?id=134519,"http://src.chromium.org/viewvc/chrome?view=rev&revision=148230,http://src.chromium.org/viewvc/chrome?view=rev&revision=145197,http://src.chromium.org/viewvc/chrome?view=rev&revision=145934,http://src.chromium.org/viewvc/chrome?view=rev&revision=146920"
CVE-2012-2857,2012-07-7 17:16:49 UTC,NON-TACTICAL,,,5,51,http://bugs.chromium.org/p/chromium/issues/detail?id=136235,https://trac.webkit.org/changeset/123128
CVE-2012-2858,2012-07-11 21:07:21 UTC,NON-TACTICAL,,,8,66,http://bugs.chromium.org/p/chromium/issues/detail?id=136894,"http://src.chromium.org/viewvc/chrome?view=rev&revision=146440,http://src.chromium.org/viewvc/chrome?view=rev&revision=148210"
CVE-2012-2859,2012-07-16 19:02:35 UTC,NON-TACTICAL,,,4,26,http://bugs.chromium.org/p/chromium/issues/detail?id=137541,"http://src.chromium.org/viewvc/chrome?view=rev&revision=147513,http://src.chromium.org/viewvc/chrome?view=rev&revision=148209"
CVE-2012-2860,2012-07-17 14:27:43 UTC,NON-TACTICAL,,,5,64,http://bugs.chromium.org/p/chromium/issues/detail?id=137671,https://trac.webkit.org/changeset/122918
CVE-2012-2865,2012-04-1 16:22:41 UTC,NON-TACTICAL,,,5,62,http://bugs.chromium.org/p/chromium/issues/detail?id=121347,https://trac.webkit.org/changeset/125503
CVE-2012-2866,2012-06-27 20:01:56 UTC,NON-TACTICAL,,,21,156,http://bugs.chromium.org/p/chromium/issues/detail?id=134897,https://trac.webkit.org/changeset/124556
CVE-2012-2867,2012-07-2 19:37:34 UTC,NON-TACTICAL,,,15,309,https://bugs.chromium.org/p/chromium/issues/detail?id=135485,https://src.chromium.org/viewvc/chrome?revision=150121&view=revision
CVE-2012-2868,2012-07-11 19:44:43 UTC,NON-TACTICAL,,,3,52,http://bugs.chromium.org/p/chromium/issues/detail?id=136881,https://trac.webkit.org/changeset/124682
CVE-2012-2869,2012-07-18 00:49:08 UTC,NON-TACTICAL,,,2,12,http://bugs.chromium.org/p/chromium/issues/detail?id=137778,"http://src.chromium.org/viewvc/chrome?view=rev&revision=147914,http://src.chromium.org/viewvc/chrome?view=rev&revision=153350"
CVE-2012-2870,2012-07-24 03:00:41 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,4,11,"https://bugs.chromium.org/p/chromium/issues/detail?id=140368,https://bugs.chromium.org/p/chromium/issues/detail?id=138672","https://codereview.chromium.org/10823168,https://codereview.chromium.org/10830177"
CVE-2012-2871,2012-07-24 03:55:29 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,2,3,http://bugs.chromium.org/p/chromium/issues/detail?id=138673,https://codereview.chromium.org/10824157
CVE-2012-2872,2012-08-15 21:13:32 UTC,TACTICAL,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Validate Inputs,3,18,http://bugs.chromium.org/p/chromium/issues/detail?id=142956,"http://src.chromium.org/viewvc/chrome?view=rev&revision=152210,http://src.chromium.org/viewvc/chrome?view=rev&revision=153298,http://src.chromium.org/viewvc/chrome?view=rev&revision=153297"
CVE-2012-2874,2012-06-13 05:05:26 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,2,38,https://bugs.chromium.org/p/chromium/issues/detail?id=132398,http://trac.webkit.org/changeset/122785
CVE-2012-2876,2012-07-2 14:35:23 UTC,NON-TACTICAL,,,1,5,https://bugs.chromium.org/p/chromium/issues/detail?id=135432,https://src.chromium.org/viewvc/chrome?revision=150335&view=revision
CVE-2012-2877,2012-07-17 19:13:43 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,12,https://bugs.chromium.org/p/chromium/issues/detail?id=137707,https://src.chromium.org/viewvc/chrome?revision=152716&view=revision
CVE-2012-2878,2012-07-18 14:50:55 UTC,NON-TACTICAL,,,20,177,https://bugs.chromium.org/p/chromium/issues/detail?id=137852,http://trac.webkit.org/changeset/125500
CVE-2012-2879,2012-07-26 18:36:46 UTC,NON-TACTICAL,,,5,78,https://bugs.chromium.org/p/chromium/issues/detail?id=139168,http://trac.webkit.org/changeset/124156
CVE-2012-2880,2012-07-28 02:08:39 UTC,NON-TACTICAL,,,8,145,https://bugs.chromium.org/p/chromium/issues/detail?id=139462,https://src.chromium.org/viewvc/chrome?revision=151734&view=revision
CVE-2012-2881,2012-07-31 16:24:27 UTC,NON-TACTICAL,,,5,74,https://bugs.chromium.org/p/chromium/issues/detail?id=139814,http://trac.webkit.org/changeset/128524
CVE-2012-2882,2012-08-04 15:18:33 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,3,55,https://bugs.chromium.org/p/chromium/issues/detail?id=140647,https://src.chromium.org/viewvc/chrome?view=rev&revision=150239
CVE-2012-2885,2012-08-13 11:00:05 UTC,NON-TACTICAL,,,2,8,https://bugs.chromium.org/p/chromium/issues/detail?id=142310,https://src.chromium.org/viewvc/chrome?revision=152532&view=revision
CVE-2012-2887,2012-08-19 07:33:38 UTC,NON-TACTICAL,,,5,56,https://bugs.chromium.org/p/chromium/issues/detail?id=143609,http://trac.webkit.org/changeset/127117
CVE-2012-2888,2012-08-20 08:04:10 UTC,NON-TACTICAL,,,6,112,https://bugs.chromium.org/p/chromium/issues/detail?id=143656,http://trac.webkit.org/changeset/126205
CVE-2012-2891,2012-08-21 23:25:43 UTC,NON-TACTICAL,,,20,365,https://bugs.chromium.org/p/chromium/issues/detail?id=144051,https://src.chromium.org/viewvc/chrome?revision=153342&view=revision
CVE-2012-2892,2012-08-24 19:18:29 UTC,NON-TACTICAL,CWE-284 Improper Access Control,Authorize Actors,1,4,https://bugs.chromium.org/p/chromium/issues/detail?id=144704,https://src.chromium.org/viewvc/chrome?revision=153542&view=revision
CVE-2012-2893,2012-08-25 06:38:29 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,2,7,https://bugs.chromium.org/p/chromium/issues/detail?id=144799,https://src.chromium.org/viewvc/chrome?revision=154331&view=revision
CVE-2012-2894,2012-08-26 23:22:57 UTC,NON-TACTICAL,,,2,14,https://bugs.chromium.org/p/chromium/issues/detail?id=144899,http://trac.webkit.org/changeset/126901
CVE-2012-2896,2012-08-29 19:29:40 UTC,NON-TACTICAL,,,4,114,https://bugs.chromium.org/p/chromium/issues/detail?id=145544,https://src.chromium.org/viewvc/chrome?revision=155478&view=revision
CVE-2012-4929,2012-07-31 02:05:19 UTC,TACTICAL,CWE-327 Use of a Broken or Risky Cryptographic Algorithm,Encrypt Data,11,549,http://bugs.chromium.org/p/chromium/issues/detail?id=139744,https://src.chromium.org/viewvc/chrome?revision=151720&view=revision
CVE-2012-5108,2012-09-09 21:14:18 UTC,NON-TACTICAL,,,3,148,https://bugs.chromium.org/p/chromium/issues/detail?id=147499,https://src.chromium.org/viewvc/chrome?revision=157841&view=revision
CVE-2012-5109,2012-09-12 16:19:18 UTC,NON-TACTICAL,,,3,27,https://bugs.chromium.org/p/chromium/issues/detail?id=148692,https://src.chromium.org/viewvc/chrome?revision=158118&view=revision
CVE-2012-5110,2012-09-21 01:04:20 UTC,NON-TACTICAL,,,4,34,https://bugs.chromium.org/p/chromium/issues/detail?id=151449,https://src.chromium.org/viewvc/chrome?revision=158092&view=revision
CVE-2012-5111,2012-09-24 08:29:30 UTC,NON-TACTICAL,,,3,19,https://bugs.chromium.org/p/chromium/issues/detail?id=151895,https://src.chromium.org/viewvc/chrome?revision=158364&view=revision
CVE-2012-5112,2012-10-10 03:42:40 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,25,400,"https://bugs.chromium.org/p/chromium/issues/detail?id=154987,https://bugs.chromium.org/p/chromium/issues/detail?id=154983","http://src.chromium.org/viewvc/chrome?view=rev&revision=161037,http://src.chromium.org/viewvc/chrome?view=rev&revision=161050,http://src.chromium.org/viewvc/chrome?view=rev&revision=161048,http://src.chromium.org/viewvc/chrome?view=rev&revision=161053,http://src.chromium.org/viewvc/chrome?view=rev&revision=161051"
CVE-2012-5115,2012-09-17 10:17:10 UTC,NON-TACTICAL,,,1,19,https://bugs.chromium.org/p/chromium/issues/detail?id=149904,https://src.chromium.org/viewvc/chrome?revision=158665&view=revision
CVE-2012-5116,2012-08-20 19:26:48 UTC,NON-TACTICAL,,,6,145,https://bugs.chromium.org/p/chromium/issues/detail?id=143761,http://trac.webkit.org/changeset/131488
CVE-2012-5117,2012-08-31 09:47:00 UTC,NON-TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,6,86,https://bugs.chromium.org/p/chromium/issues/detail?id=145915,http://trac.webkit.org/changeset/129585
CVE-2012-5118,2012-09-14 19:46:02 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,3,26,https://bugs.chromium.org/p/chromium/issues/detail?id=149717,https://src.chromium.org/viewvc/chrome?revision=159915&view=revision
CVE-2012-5120,2012-09-19 06:50:47 UTC,NON-TACTICAL,,,1,7,https://bugs.chromium.org/p/chromium/issues/detail?id=150729,https://codereview.chromium.org/55040
CVE-2012-5121,2012-10-4 16:55:57 UTC,NON-TACTICAL,,,5,61,https://bugs.chromium.org/p/chromium/issues/detail?id=154055,http://trac.webkit.org/changeset/132398
CVE-2012-5122,2012-10-6 17:13:30 UTC,NON-TACTICAL,,,3,55,https://bugs.chromium.org/p/chromium/issues/detail?id=154465,https://src.chromium.org/viewvc/chrome?revision=161824&view=revision
CVE-2012-5123,2012-10-8 16:24:05 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,1,2,"https://bugs.chromium.org/p/chromium/issues/detail?id=154590,https://bugs.chromium.org/p/chromium/issues/detail?id=156826",https://codereview.appspot.com/6736064/
CVE-2012-5124,2012-10-11 18:43:59 UTC,NON-TACTICAL,,,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=155323,https://src.chromium.org/viewvc/chrome?revision=161410&view=revision
CVE-2012-5125,2012-10-16 08:25:03 UTC,NON-TACTICAL,,,1,9,https://bugs.chromium.org/p/chromium/issues/detail?id=156051,https://src.chromium.org/viewvc/chrome?revision=162556&view=revision
CVE-2012-5126,2012-10-17 16:04:13 UTC,NON-TACTICAL,,,3,32,https://bugs.chromium.org/p/chromium/issues/detail?id=156366,https://src.chromium.org/viewvc/chrome?revision=163802&view=revision
CVE-2012-5127,2012-10-22 01:29:12 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,6,https://bugs.chromium.org/p/chromium/issues/detail?id=157079,https://src.chromium.org/viewvc/chrome?revision=163677&view=revision
CVE-2012-5130,2012-09-12 06:08:24 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,32,189,https://bugs.chromium.org/p/chromium/issues/detail?id=148638,"https://codereview.chromium.org/12860,https://codereview.chromium.org/13052"
CVE-2012-5132,2012-10-13 18:33:49 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,3,84,https://bugs.chromium.org/p/chromium/issues/detail?id=155711,https://codereview.chromium.org/11191003
CVE-2012-5133,2012-10-18 06:33:03 UTC,TACTICAL,CWE-15 External Control of System or Configuration Setting,Authorize Actors,7,165,https://bugs.chromium.org/p/chromium/issues/detail?id=156567,http://trac.webkit.org/changeset/132856
CVE-2012-5134,2012-10-29 02:01:46 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,2,2,https://bugs.chromium.org/p/chromium/issues/detail?id=158249,https://src.chromium.org/viewvc/chrome?revision=164867&view=revision
CVE-2012-5135,2012-11-2 17:25:05 UTC,NON-TACTICAL,,,2,15,https://bugs.chromium.org/p/chromium/issues/detail?id=159165,https://src.chromium.org/viewvc/chrome?revision=165821&view=revision
CVE-2012-5136,2012-11-7 16:42:36 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,22,https://bugs.chromium.org/p/chromium/issues/detail?id=159829,http://trac.webkit.org/changeset/133982
CVE-2012-5137,2012-11-27 12:19:45 UTC,NON-TACTICAL,,,6,111,https://bugs.chromium.org/p/chromium/issues/detail?id=162835,http://trac.webkit.org/changeset/135906
CVE-2012-5138,2012-11-16 22:45:17 UTC,TACTICAL,CWE-280 Improper Handling of Insufficient Permissions or Privileges,Authorize Actors,2,111,https://bugs.chromium.org/p/chromium/issues/detail?id=161564,https://src.chromium.org/viewvc/chrome?revision=168692&view=revision
CVE-2012-5139,2012-10-28 03:48:42 UTC,NON-TACTICAL,,,5,79,https://bugs.chromium.org/p/chromium/issues/detail?id=158204,http://trac.webkit.org/changeset/135740
CVE-2012-5140,2012-11-5 16:46:13 UTC,NON-TACTICAL,,,1,6,https://bugs.chromium.org/p/chromium/issues/detail?id=159429,https://src.chromium.org/viewvc/chrome?revision=168150&view=revision
CVE-2012-5141,2012-11-11 19:57:07 UTC,TACTICAL,CWE-285 Improper Authorization,Authorize Actors,2,29,https://bugs.chromium.org/p/chromium/issues/detail?id=160456,https://src.chromium.org/viewvc/chrome?revision=168289&view=revision
CVE-2012-5142,2012-11-13 21:24:14 UTC,TACTICAL,CWE-94 Improper Control of Generation of Code ('Code Injection'),Validate Inputs,2,18,https://bugs.chromium.org/p/chromium/issues/detail?id=160803,https://src.chromium.org/viewvc/chrome?revision=167856&view=revision
CVE-2012-5143,2012-11-14 07:30:03 UTC,NON-TACTICAL,,,1,5,https://bugs.chromium.org/p/chromium/issues/detail?id=160926,https://src.chromium.org/viewvc/chrome?revision=167882&view=revision
CVE-2012-5144,2012-11-17 21:14:00 UTC,NON-TACTICAL,,,3,53,https://bugs.chromium.org/p/chromium/issues/detail?id=161639,https://src.chromium.org/viewvc/chrome?revision=168731&view=revision
CVE-2012-5145,2012-11-23 19:32:19 UTC,NON-TACTICAL,,,6,95,https://bugs.chromium.org/p/chromium/issues/detail?id=162494,http://trac.webkit.org/changeset/136845
CVE-2012-5147,2012-12-13 05:31:21 UTC,NON-TACTICAL,,,5,77,https://bugs.chromium.org/p/chromium/issues/detail?id=165864,http://trac.webkit.org/changeset/137702
CVE-2012-5148,2012-12-20 19:50:36 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,51,https://bugs.chromium.org/p/chromium/issues/detail?id=167122,https://src.chromium.org/viewvc/chrome?revision=174304&view=revision
CVE-2012-5149,2012-12-19 02:16:13 UTC,NON-TACTICAL,,,3,27,https://bugs.chromium.org/p/chromium/issues/detail?id=166795,https://src.chromium.org/viewvc/chrome?revision=173981&view=revision
CVE-2012-5150,2012-12-12 02:12:01 UTC,NON-TACTICAL,,,3,5,https://bugs.chromium.org/p/chromium/issues/detail?id=165601,https://src.chromium.org/viewvc/chrome?revision=174224&view=revision
CVE-2012-5152,2012-12-11 12:02:42 UTC,NON-TACTICAL,,,3,151,https://bugs.chromium.org/p/chromium/issues/detail?id=165430,https://src.chromium.org/viewvc/chrome?revision=173249&view=revision
CVE-2012-5153,2012-12-06 10:57:13 UTC,NON-TACTICAL,,,8,106,https://bugs.chromium.org/p/chromium/issues/detail?id=164565,https://codereview.chromium.org/11438042/
CVE-2012-5154,2012-12-5 23:19:36 UTC,NON-TACTICAL,,,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=164490,https://src.chromium.org/viewvc/chrome?revision=171369&view=revision
CVE-2012-5155,2012-11-28 22:10:15 UTC,TACTICAL,CWE-250 Execution with Unnecessary Privileges,Limit Access,2,11,https://bugs.chromium.org/p/chromium/issues/detail?id=163208,https://src.chromium.org/viewvc/chrome?revision=173432&view=revision
CVE-2012-5156,2012-11-27 03:39:53 UTC,NON-TACTICAL,,,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=162778,https://codereview.chromium.org/1907
CVE-2012-5376,2012-10-10 03:42:40 UTC,TACTICAL,CWE-250 Execution with Unnecessary Privileges,Limit Access,25,400,"https://bugs.chromium.org/p/chromium/issues/detail?id=154987,https://bugs.chromium.org/p/chromium/issues/detail?id=154983","http://src.chromium.org/viewvc/chrome?view=rev&revision=161037,http://src.chromium.org/viewvc/chrome?view=rev&revision=161050,http://src.chromium.org/viewvc/chrome?view=rev&revision=161048,http://src.chromium.org/viewvc/chrome?view=rev&revision=161053,http://src.chromium.org/viewvc/chrome?view=rev&revision=161051"
CVE-2013-0828,2012-11-21 01:12:32 UTC,NON-TACTICAL,,,5,15,https://bugs.chromium.org/p/chromium/issues/detail?id=162153,https://codereview.chromium.org/1707
CVE-2013-0829,2012-11-20 21:35:54 UTC,TACTICAL,CWE-269 Improper Privilege Management,Authorize Actors,2,37,https://bugs.chromium.org/p/chromium/issues/detail?id=162114,https://src.chromium.org/viewvc/chrome?revision=170181&view=revision
CVE-2013-0830,2012-11-20 18:57:44 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,1,17,https://bugs.chromium.org/p/chromium/issues/detail?id=162066,https://src.chromium.org/viewvc/chrome?revision=168937&view=revision
CVE-2013-0831,2012-11-19 19:38:26 UTC,NON-TACTICAL,,,2,14,https://bugs.chromium.org/p/chromium/issues/detail?id=161836,https://src.chromium.org/viewvc/chrome?revision=169949&view=revision
CVE-2013-0832,2012-11-10 07:13:31 UTC,NON-TACTICAL,,,3,78,https://bugs.chromium.org/p/chromium/issues/detail?id=160380,https://src.chromium.org/viewvc/chrome?revision=168415&view=revision
CVE-2013-0833,2012-10-7 04:56:04 UTC,NON-TACTICAL,,,2,58,https://bugs.chromium.org/p/chromium/issues/detail?id=154485,https://src.chromium.org/viewvc/chrome?revision=171447&view=revision
CVE-2013-0834,2012-10-5 11:34:41 UTC,NON-TACTICAL,,,6,117,https://bugs.chromium.org/p/chromium/issues/detail?id=154283,https://trac.webkit.org/changeset/131134/
CVE-2013-0835,2012-09-28 12:33:18 UTC,NON-TACTICAL,,,4,148,https://bugs.chromium.org/p/chromium/issues/detail?id=152921,https://src.chromium.org/viewvc/chrome?revision=161557&view=revision
CVE-2013-0837,2012-08-28 22:24:50 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,18,271,https://bugs.chromium.org/p/chromium/issues/detail?id=145363,https://src.chromium.org/viewvc/chrome?revision=159366&view=revision
CVE-2013-0838,2012-08-21 02:03:33 UTC,TACTICAL,CWE-732 Incorrect Permission Assignment for Critical Resource,Authorize Actors,3,49,https://bugs.chromium.org/p/chromium/issues/detail?id=143859,https://src.chromium.org/viewvc/chrome?revision=158289&view=revision
CVE-2013-0839,2012-09-20 12:24:18 UTC,NON-TACTICAL,,,3,35,https://bugs.chromium.org/p/chromium/issues/detail?id=151008,https://trac.webkit.org/changeset/139059
CVE-2013-0841,2013-01-14 08:08:29 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=169770,https://src.chromium.org/viewvc/chrome?revision=176687&view=revision
CVE-2013-0842,2012-12-19 15:17:54 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,19,https://bugs.chromium.org/p/chromium/issues/detail?id=166867,https://src.chromium.org/viewvc/chrome?revision=174935&view=revision
CVE-2013-0843,2012-12-17 23:06:42 UTC,NON-TACTICAL,,,1,6,https://bugs.chromium.org/p/chromium/issues/detail?id=166523,https://src.chromium.org/viewvc/chrome?revision=175323&view=revision
CVE-2013-0879,2013-01-25 15:01:14 UTC,NON-TACTICAL,,,2,18,https://bugs.chromium.org/p/chromium/issues/detail?id=172243,https://trac.webkit.org/changeset/140879
CVE-2013-0880,2013-01-24 16:06:50 UTC,NON-TACTICAL,,,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=171951,https://trac.webkit.org/changeset/141155
CVE-2013-0881,2012-12-20 16:16:40 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,20,479,https://bugs.chromium.org/p/chromium/issues/detail?id=167069,https://src.chromium.org/viewvc/chrome?revision=175180&view=revision
CVE-2013-0882,2012-12-11 12:15:20 UTC,NON-TACTICAL,,,2,13,https://bugs.chromium.org/p/chromium/issues/detail?id=165432,https://src.chromium.org/viewvc/chrome/?revision=7455&view=revision
CVE-2013-0884,2013-01-29 23:30:15 UTC,NON-TACTICAL,CWE-284 Improper Access Control,Authorize Actors,2,10,https://bugs.chromium.org/p/chromium/issues/detail?id=172984,https://src.chromium.org/viewvc/chrome?revision=179583&view=revision
CVE-2013-0886,2013-01-23 00:30:59 UTC,NON-TACTICAL,,,1,16,https://bugs.chromium.org/p/chromium/issues/detail?id=171569,https://src.chromium.org/viewvc/chrome?revision=178885&view=revision
CVE-2013-0890,2013-01-15 02:20:02 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,15,"https://bugs.chromium.org/p/chromium/issues/detail?id=169973,https://bugs.chromium.org/p/chromium/issues/detail?id=169966","https://src.chromium.org/viewvc/chrome?revision=176879&view=revision,https://src.chromium.org/viewvc/chrome?revision=176876&view=revision"
CVE-2013-0891,2013-01-12 17:38:40 UTC,NON-TACTICAL,,,2,70,https://bugs.chromium.org/p/chromium/issues/detail?id=169685,https://src.chromium.org/viewvc/chrome?revision=179901&view=revision
CVE-2013-0892,2012-12-07 22:20:45 UTC,NON-TACTICAL,,,19,86,"https://bugs.chromium.org/p/chromium/issues/detail?id=169295,https://bugs.chromium.org/p/chromium/issues/detail?id=164946,https://bugs.chromium.org/p/chromium/issues/detail?id=165836,https://bugs.chromium.org/p/chromium/issues/detail?id=168710,https://bugs.chromium.org/p/chromium/issues/detail?id=166493,https://bugs.chromium.org/p/chromium/issues/detail?id=165747,https://bugs.chromium.org/p/chromium/issues/detail?id=164958","http://src.chromium.org/viewvc/chrome?view=rev&revision=176168,http://src.chromium.org/viewvc/chrome?view=rev&revision=171944,http://src.chromium.org/viewvc/chrome?view=rev&revision=175576,http://src.chromium.org/viewvc/chrome?view=rev&revision=176163,http://src.chromium.org/viewvc/chrome?view=rev&revision=176715,http://src.chromium.org/viewvc/chrome?view=rev&revision=174111,http://src.chromium.org/viewvc/chrome?view=rev&revision=176252,http://src.chromium.org/viewvc/chrome?view=rev&revision=173531,http://src.chromium.org/viewvc/chrome?view=rev&revision=172474"
